CLAVE|SUBCLAVE|DESCRIPCION
010.000.4210.00|010.000.4210.00|CETROELIX SOLUCION INYECTABLE EL FRASCO AMPULA CON LIOFILIZADO CONTIENE: ACETATO DE CETRORELIX EQUIVALENTE A 0.25 MG DE CETRORELIX. ENVASE CON UN FRASCO AMPULA Y JERINGA DE 1 ML CON DILUYENTE.
010.000.4211.00|010.000.4211.00|CETROELIX SOLUCION INYECTABLE EL FRASCO AMPULA CON LIOFILIZADO CONTIENE: ACETATO DE CETRORELIX EQUIVALENTE A 3.0 MG DE CETRORELIX. ENVASE CON UN FRASCO AMPULA Y JERINGA DE 3 ML CON DILUYENTE.
010.000.4142.00|010.000.4142.00B|FOLITROPINA BETA SOLUCION INYECTABLE CADA FRASCO AMPULA CON SOLUCION CONTIENE: FOLITROPINA BETA 50 UI. ENVASE CON UN FRASCO AMPULA CON 0.5 ML.
010.000.4143.00|010.000.4143.00B|FOLITROPINA BETA SOLUCION INYECTABLE CADA FRASCO AMPULA CON SOLUCION CONTIENE: FOLITROPINA BETA 100 UI. ENVASE CON UN FRASCO AMPULA CON 0.5 ML.
010.000.2208.00|010.000.2208.00|LEVONORGESTREL POLVO EL DISPOSITIVO CON POLVO CONTIENE: LEVONORGESTREL (MICRONIZADO) 52 MG. ENVASE CON UN DISPOSITIVO.
010.000.4527.00|010.000.4527.00B|LINESTRENOL TABLETA CADA TABLETA CONTIENE: LINESTRENOL 0.5 MG. ENVASE CON 28 TABLETAS.
010.000.3503.00|010.000.3503.00|NORETISTERONA SOLUCION INYECTABLE OLEOSA CADA AMPOLLETA CONTIENE: ENANTATO DE NORETISTERONA 200 MG. ENVASE CON UNA AMPOLLETA DE 1 ML.
010.000.4207.00|010.000.4207.00|PROGESTERONA GEL CADA APLICADOR CONTIENE: PROGESTERONA 90 MG. ENVASE CON 6 APLICADORES.
040.000.2499.00|040.000.2499.00|ALPRAZOLAM TABLETA CADA TABLETA CONTIENE: ALPRAZOLAM 2.0 MG. ENVASE CON 30 TABLETAS.
040.000.2500.00|040.000.2500.00|ALPRAZOLAM TABLETA CADA TABLETA CONTIENE: ALPRAZOLAM 0.25 MG. ENVASE CON 30 TABLETAS.
040.000.3305.00|040.000.3305.00|AMITRIPTILINA TABLETA CADA TABLETA CONTIENE: CLORHIDRATO DE AMITRIPTILINA 25 MG. ENVASE CON 20 TABLETAS.
040.000.4482.00|040.000.4482.00|BROMAZEPAM COMPRIMIDO CADA COMPRIMIDO CONTIENE: BROMAZEPAM 3 MG. ENVASE CON 30 COMPRIMIDOS.
010.000.5487.00|010.000.5487.00|CITALOPRAM TABLETA CADA TABLETA CONTIENE: BROMHIDRATO DE CITALOPRAM EQUIVALENTE A 20 MG DE CITALOPRAM. ENVASE CON 14 TABLETAS.
010.000.5487.01|010.000.5487.01|CITALOPRAM TABLETA CADA TABLETA CONTIENE: BROMHIDRATO DE CITALOPRAM EQUIVALENTE A 20 MG DE CITALOPRAM. ENVASE CON 28 TABLETAS.
040.000.0202.00|040.000.0202.00C|DIAZEPAM SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DIAZEPAM 10 MG. ENVASE CON 50 AMPOLLETAS DE 2 ML.
040.000.3215.00|040.000.3215.00B|DIAZEPAM TABLETA CADA TABLETA CONTIENE: DIAZEPAM 10 MG. ENVASE CON 20 TABLETAS.
010.000.4480.00|010.000.4480.00|ESCITALOPRAM TABLETA CADA TABLETA CONTIENE: OXALATO DE ESCITALOPRAM EQUIVALENTE A 10 MG DE ESCITALOPRAM. ENVASE CON 14 TABLETAS.
010.000.4480.01|010.000.4480.01|ESCITALOPRAM TABLETA CADA TABLETA CONTIENE: OXALATO DE ESCITALOPRAM EQUIVALENTE A 10 MG DE ESCITALOPRAM. ENVASE CON 28 TABLETAS.
040.000.4478.00|040.000.4478.00|FLUNITRAZEPAM COMPRIMIDO CADA COMPRIMIDO CONTIENE: FLUNITRAZEPAM 1 MG. ENVASE CON 30 COMPRIMIDOS.
010.000.4483.00|010.000.4483.00|FLUOXETINA CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: CLORHIDRATO DE FLUOXETINA EQUIVALENTE A 20 MG DE FLUOXETINA. ENVASE CON 14 CAPSULAS O TABLETAS.
010.000.4483.01|010.000.4483.01|FLUOXETINA CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: CLORHIDRATO DE FLUOXETINA EQUIVALENTE A 20 MG DE FLUOXETINA. ENVASE CON 28 CAPSULAS O TABLETAS.
040.000.3302.00|040.000.3302.00|IMIPRAMINA GRAGEA O TABLETA CADA GRAGEA O TABLETA CONTIENE: CLORHIDRATO DE IMIPRAMINA 25 MG. ENVASE CON 20 GRAGEAS O TABLETAS.
040.000.5478.00|040.000.5478.00|LORAZEPAM TABLETA CADA TABLETA CONTIENE: LORAZEPAM 1 MG. ENVASE CON 40 TABLETAS.
010.000.5481.00|010.000.5481.00|PAROXETINA TABLETA CADA TABLETA CONTIENE: CLORHIDRATO DE PAROXETINA EQUIVALENTE A 20 MG DE PAROXETINA. ENVASE CON 10 TABLETAS.
040.000.3206.00|040.000.3206.00|TRIAZOLAM TABLETA CADA TABLETA CONTIENE: TRIAZOLAM 0.125 MG. ENVASE CON 20 TABLETAS.
040.000.4486.00|040.000.4486.00|ANFEBUTAMONA TABLETA O GRAGEA DE LIBERACION PROLONGADA CADA TABLETA O GRAGEA DE LIBERACION PROLONGADA CONTIENE: ANFEBUTAMONA 150 MG. ENVASE CON 15 TABLETAS O GRAGEAS DE LIBERACION PROLONGADA.
040.000.4486.01|040.000.4486.01|ANFEBUTAMONA TABLETA O GRAGEA DE LIBERACION PROLONGADA CADA TABLETA O GRAGEA DE LIBERACION PROLONGADA CONTIENE: ANFEBUTAMONA 150 MG. ENVASE CON 30 TABLETAS O GRAGEAS DE LIBERACION PROLONGADA.
010.000.4490.00|010.000.4490.00|ARIPIPRAZOL TABLETA CADA TABLETA CONTIENE: ARIPIPRAZOL 15 MG. ENVASE CON 20 TABLETAS.
010.000.4491.00|010.000.4491.00|ARIPIPRAZOL TABLETA CADA TABLETA CONTIENE: ARIPIPRAZOL 20 MG. ENVASE CON 10 TABLETAS.
010.000.4492.00|010.000.4492.00|ARIPIPRAZOL TABLETA CADA TABLETA CONTIENE: ARIPIPRAZOL 30 MG. ENVASE CON 10 TABLETAS.
040.000.3259.00|040.000.3259.00|CLOZAPINA COMPRIMIDO CADA COMPRIMIDO CONTIENE: CLOZAPINA 100 MG. ENVASE CON 30 COMPRIMIDOS.
040.000.3259.01|040.000.3259.01|CLOZAPINA COMPRIMIDO CADA COMPRIMIDO CONTIENE: CLOZAPINA 100 MG. ENVASE CON 50 COMPRIMIDOS.
010.000.4485.00|010.000.4485.00|DULOXETINA CAPSULA DE LIBERACION RETARDADA CADA CAPSULA DE LIBERACION RETARDADA CONTIENE: CLORHIDRATO DE DULOXETINA EQUIVALENTE A 60 MG DE DULOXETINA. ENVASE CON 14 CAPSULAS DE LIBERACION RETARDADA.
010.000.3261.00|010.000.3261.00|FLUPENTIXOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DECANOATO DE FLUPENTIXOL 20 MG. ENVASE CON UNA AMPOLLETA DE 1 ML.
010.000.3263.00|010.000.3263.00|FLUPENTIXOL GRAGEA CADA GRAGEA CONTIENE: DICLORHIDRATO DE FLUPENTIXOL EQUIVALENTE A 5 MG DE FLUPENTIXOL. ENVASE CON 20 GRAGEAS.
010.000.3263.01|010.000.3263.01|FLUPENTIXOL GRAGEA CADA GRAGEA CONTIENE: DICLORHIDRATO DE FLUPENTIXOL EQUIVALENTE A 5 MG DE FLUPENTIXOL. ENVASE CON 30 GRAGEAS.
010.000.3263.02|010.000.3263.02|FLUPENTIXOL GRAGEA CADA GRAGEA CONTIENE: DICLORHIDRATO DE FLUPENTIXOL EQUIVALENTE A 5 MG DE FLUPENTIXOL. ENVASE CON 50 GRAGEAS.
040.000.3251.00|040.000.3251.00|HALOPERIDOL TABLETA CADA TABLETA CONTIENE: HALOPERIDOL 5 MG. ENVASE CON 20 TABLETAS.
040.000.3253.00|040.000.3253.00|HALOPERIDOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: HALOPERIDOL 5 MG. ENVASE CON 6 AMPOLLETAS (5 MG/ ML).
040.000.4477.00|040.000.4477.00|HALOPERIDOL SOLUCION ORAL CADA ML CONTIENE: HALOPERIDOL 2 MG. ENVASE CON GOTERO INTEGRAL CON 15 ML.
040.000.4481.00|040.000.4481.00|HALOPERIDOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DECANOATO DE HALOPERIDOL EQUIVALENTE A 50 MG DE HALOPERIDOL. ENVASE CON 1 AMPOLLETA CON 1 ML.
040.000.4481.01|040.000.4481.01|HALOPERIDOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DECANOATO DE HALOPERIDOL EQUIVALENTE A 50 MG DE HALOPERIDOL. ENVASE CON 5 AMPOLLETAS CON 1 ML.
040.000.3204.00|040.000.3204.00|LEVOMEPROMAZINA TABLETA CADA TABLETA CONTIENE: MALEATO DE LEVOMEPROMAZINA EQUIVALENTE A 25 MG DE LEVOMEPROMAZINA. ENVASE CON 20 TABLETAS.
040.000.5476.00|040.000.5476.00|LEVOMEPROMAZINA SOLUCION INYECTABLE CADA ML CONTIENE: CLORHIDRATO DE LEVOMEPROMAZINA EQUIVALENTE A 25 MG DE LEVOMEPROMAZINA. ENVASE CON 10 AMPOLLETAS DE 1 ML.
040.000.3255.00|040.000.3255.00|LITIO TABLETA CADA TABLETA CONTIENE: CARBONATO DE LITIO 300 MG. ENVASE CON 50 TABLETAS.
010.000.5490.00|010.000.5490.00|MIRTAZAPINA TABLETA O TABLETA DISPERSABLE CADA TABLETA O TABLETA DISPERSABLE CONTIENE: MIRTAZAPINA 30 MG. ENVASE CON 30 TABLETAS O TABLETAS DISPERSABLES.
010.000.4489.00|010.000.4489.00|OLANZAPINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: OLANZAPINA 10 MG. ENVASE CON UN FRASCO AMPULA.
010.000.5485.00|010.000.5485.00|OLANZAPINA TABLETA CADA TABLETA CONTIENE: OLANZAPINA 5 MG. ENVASE CON 14 TABLETAS.
010.000.5485.01|010.000.5485.01|OLANZAPINA TABLETA CADA TABLETA CONTIENE: OLANZAPINA 5 MG. ENVASE CON 28 TABLETAS.
010.000.5486.00|010.000.5486.00|OLANZAPINA TABLETA CADA TABLETA CONTIENE: OLANZAPINA 10 MG. ENVASE CON 14 TABLETAS.
010.000.5486.01|010.000.5486.01|OLANZAPINA TABLETA CADA TABLETA CONTIENE: OLANZAPINA 10 MG. ENVASE CON 28 TABLETAS.
040.000.5710.00|040.000.5710.00|PALIPERIDONA SUSPENSION INYECTABLE DE LIBERACION PROLONGADA CADA JERINGA PRELLENADA CONTIENE: PALMITATO DE PALIPERIDONA EQUIVALENTE A 150 MG DE PALIPERIDONA. ENVASE CON UNA MICROJERINGA CON 1.5 ML (150 MG).
040.000.5711.00|040.000.5711.00|PALIPERIDONA SUSPENSION INYECTABLE DE LIBERACION PROLONGADA CADA JERINGA PRELLENADA CONTIENE: PALMITATO DE PALIPERIDONA EQUIVALENTE A 100 MG DE PALIPERIDONA. ENVASE CON UNA MICROJERINGA CON 1.0 ML (100 MG).
040.000.5712.00|040.000.5712.00|PALIPERIDONA SUSPENSION INYECTABLE DE LIBERACION PROLONGADA CADA JERINGA PRELLENADA CONTIENE: PALMITATO DE PALIPERIDONA EQUIVALENTE A 75 MG DE PALIPERIDONA, ENVASE CON UNA MICROJERINGA CON 0.75 ML (75 MG).
040.000.5713.00|040.000.5713.00|PALIPERIDONA SUSPENSION INYECTABLE DE LIBERACION PROLONGADA CADA JERINGA PRELLENADA CONTIENE: PALMITATO DE PALIPERIDONA EQUIVALENTE A 50 MG DE PALIPERIDONA. ENVASE CON UNA MICROJERINGA CON 0.5 ML (50 MG).
010.000.5489.00|010.000.5489.00|QUETIAPINA TABLETA CADA TABLETA CONTIENE: FUMARATO DE QUETIAPINA EQUIVALENTE A 100 MG DE QUETIAPINA. ENVASE CON 60 TABLETAS.
010.000.5494.00|010.000.5494.00|QUETIAPINA TABLETA DE LIBERACION PROLONGADA CADA TABLETA DE LIBERACION PROLONGADA CONTIENE: FUMARATO DE QUETIAPINA EQUIVALENTE A 300 MG DE QUETIAPINA. ENVASE CON 30 TABLETAS DE LIBERACION PROLONGADA.
010.000.4487.00|010.000.4487.00|REBOXETINA TABLETA CADA TABLETA CONTIENE: METANSULFONATO DE REBOXETINA EQUIVALENTE A 4 MG DE REBOXETINA. ENVASE CON 60 TABLETAS.
040.000.3258.00|040.000.3258.00|RISPERIDONA TABLETA CADA TABLETA CONTIENE: RISPERIDONA 2 MG. ENVASE CON 40 TABLETAS.
040.000.3262.00|040.000.3262.00|RISPERIDONA SOLUCION ORAL CADA MILILITRO CONTIENE: RISPERIDONA 1 MG. ENVASE CON 60 ML Y GOTERO DOSIFICADOR.
040.000.3268.00|040.000.3268.00|RISPERIDONA SUSPENSION INYECTABLE DE LIBERACION PROLONGADA CADA FRASCO AMPULA CONTIENE: RISPERIDONA 25 MG. ENVASE CON FRASCO AMPULA Y JERINGA PRELLENADA CON 2 ML DE DILUYENTE.
040.000.4484.00|040.000.4484.00|SERTRALINA CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: CLORHIDRATO DE SERTRALINA EQUIVALENTE A 50 MG DE SERTRALINA. ENVASE CON 14 CAPSULAS O TABLETAS.
040.000.3241.00|040.000.3241.00|TRIFLUOPERAZINA GRAGEA O TABLETA CADA GRAGEA O TABLETA CONTIENE: CLORHIDRATO DE TRIFLUOPERAZINA EQUIVALENTE A 5 MG DE TRIFLUOPERAZINA. ENVASE CON 20 GRAGEAS O TABLETAS.
040.000.3241.01|040.000.3241.01|TRIFLUOPERAZINA GRAGEA O TABLETA CADA GRAGEA O TABLETA CONTIENE: CLORHIDRATO DE TRIFLUOPERAZINA EQUIVALENTE A 5 MG DE TRIFLUOPERAZINA. ENVASE CON 30 GRAGEAS O TABLETAS.
010.000.4488.00|010.000.4488.00|VENLAFAXINA CAPSULA O GRAGEA DE LIBERACION PROLONGADA CADA CAPSULA O GRAGEA DE LIBERACION PROLONGADA CONTIENE: CLORHIDRATO DE VENLAFAXINA EQUIVALENTE A 75 MG DE VENLAFAXINA. ENVASE CON 10 CAPSULAS O GRAGEAS DE LIBERACION PROLONGADA
010.000.3264.00|010.000.3264.00|ZIPRASIDONA CAPSULA CADA CAPSULA CONTIENE: CLORHIDRATO DE ZIPRASIDONA EQUIVALENTE A 40 MG DE ZIPRASIDONA. ENVASE CON 28 CAPSULAS.
010.000.3265.00|010.000.3265.00|ZIPRASIDONA CAPSULA CADA CAPSULA CONTIENE: CLORHIDRATO DE ZIPRASIDONA EQUIVALENTE A 80 MG DE ZIPRASIDONA. ENVASE CON 28 CAPSULAS.
010.000.5483.00|010.000.5483.00|ZUCLOPENTIXOL SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DECANOATO DE ZUCLOPENTIXOL 200 MG. ENVASE CON UNA AMPOLLETA.
010.000.5484.00|010.000.5484.00|ZUCLOPENTIXOL TABLETA CADA TABLETA CONTIENE: DICLORHIDRATO DE ZUCLOPENTIXOL EQUIVALENTE A 25 MG DE ZUCLOPENTIXOL. ENVASE CON 20 TABLETAS.
010.000.5484.01|010.000.5484.01|ZUCLOPENTIXOL TABLETA CADA TABLETA CONTIENE: DICLORHIDRATO DE ZUCLOPENTIXOL EQUIVALENTE A 25 MG DE ZUCLOPENTIXOL. ENVASE CON 50 TABLETAS.
010.000.2503.00|010.000.2503.00|ALOPURINOL TABLETA CADA TABLETA CONTIENE: ALOPURINOL 100 MG. ENVASE CON 20 TABLETAS.
010.000.2503.01|010.000.2503.01|ALOPURINOL TABLETA CADA TABLETA CONTIENE: ALOPURINOL 100 MG. ENVASE CON 50 TABLETAS.
010.000.3451.00|010.000.3451.00|ALOPURINOL TABLETA CADA TABLETA CONTIENE: ALOPURINOL 300 MG. ENVASE CON 20 TABLETAS.
010.000.3409.00|010.000.3409.00|COLCHICINA TABLETA CADA TABLETA CONTIENE: COLCHICINA 1 MG. ENVASE CON 30 TABLETAS.
010.000.3417.00|010.000.3417.00|DICLOFENACO CAPSULA O GRAGEA DE LIBERACION PROLONGADA CADA GRAGEA CONTIENE: DICLOFENACO SODICO 100 MG. ENVASE CON 20 CAPSULAS O GRAGEAS.
010.000.5501.00|010.000.5501.00|DICLOFENACO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: DICLOFENACO SODICO 75 MG. ENVASE CON 2 AMPOLLETAS CON 3 ML.
010.000.2504.00|010.000.2504.00|KETOPROFENO CAPSULA CADA CAPSULA CONTIENE: KETOPROFENO 100 MG. ENVASE CON 15 CAPSULAS.
010.000.3421.00|010.000.3421.00|MELOXICAM SUSPENSION ORAL CADA 100 ML CONTIENEN: MELOXICAM 0.150 G. ENVASE CON 40 ML Y PIPETA DOSIFICADORA DE 5 ML.
010.000.3423.00|010.000.3423.00|MELOXICAM TABLETA CADA TABLETA CONTIENE: MELOXICAM 15 MG. ENVASE CON 10 TABLETAS.
010.000.3444.00|010.000.3444.00|METOCARBAMOL TABLETA CADA TABLETA CONTIENE: METOCARBAMOL 400 MG. ENVASE CON 30 TABLETAS.
010.000.3407.00|010.000.3407.00|NAPROXENO TABLETA CADA TABLETA CONTIENE: NAPROXENO 250 MG. ENVASE CON 30 TABLETAS.
010.000.3419.00|010.000.3419.00|NAPROXENO SUSPENSION ORAL CADA 5 ML CONTIENEN: NAPROXENO 125 MG. ENVASE CON 100 ML.
010.000.3415.00|010.000.3415.00|PIROXICAM CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: PIROXICAM 20 MG. ENVASE CON 20 CAPSULAS O TABLETAS.
010.000.0472.00|010.000.0472.00C|PREDNISONA TABLETA CADA TABLETA CONTIENE: PREDNISONA 5 MG. ENVASE CON 20 TABLETAS.
010.000.5503.00|010.000.5503.00|SULINDACO TABLETA O GRAGEA CADA TABLETA O GRAGEA CONTIENE: SULINDACO 200 MG. ENVASE CON 20 TABLETAS O GRAGEAS.
010.000.5790.00|010.000.5790.00|ABATACEPT SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ABATACEPT 250 MG. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO Y UNA JERINGA.
010.000.5820.00|010.000.5820.00|ABATACEPT SOLUCION INYECTABLE CADA JERINGA PRE-LLENADA CONTIENE: ABATACEPT 125 MG. ENVASE CON 4 JERINGAS PRE-LLENADAS CON 1 ML CADA UNA (125 MG/ML).
010.000.3405.00|010.000.3405.00|ACEMETACINA CAPSULA CADA CAPSULA CONTIENE: ACEMETACINA 60 MG. ENVASE CON 14 CAPSULAS.
010.000.3405.01|010.000.3405.01|ACEMETACINA CAPSULA CADA CAPSULA CONTIENE: ACEMETACINA 60 MG. ENVASE CON 28 CAPSULAS.
010.000.3406.00|010.000.3406.00|ACEMETACINA CAPSULA DE LIBERACION PROLONGADA CADA CAPSULA DE LIBERACION PROLONGADA CONTIENE: ACEMETACINA 90 MG. ENVASE CON 14 CAPSULAS DE LIBERACION PROLONGADA.
010.000.3406.01|010.000.3406.01|ACEMETACINA CAPSULA DE LIBERACION PROLONGADA CADA CAPSULA DE LIBERACION PROLONGADA CONTIENE: ACEMETACINA 90 MG. ENVASE CON 28 CAPSULAS DE LIBERACION PROLONGADA.
010.000.4512.00|010.000.4512.00|ADALIMUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA O JERINGA PRELLENADA O JERINGA PRELLENADA EN AUTOINYECTOR CON 0.8 ML CONTIENEN: ADALIMUMAB 40 MG. ENVASE CON UNA JERINGA PRELLENADA.
010.000.4512.01|010.000.4512.01|ADALIMUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA O JERINGA PRELLENADA O JERINGA PRELLENADA EN AUTOINYECTOR CON 0.8 ML CONTIENEN: ADALIMUMAB 40 MG. ENVASE CON UN FRASCO AMPULA Y JERINGA.
010.000.4512.02|010.000.4512.02|ADALIMUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA O JERINGA PRELLENADA O JERINGA PRELLENADA EN AUTOINYECTOR CON 0.8 ML CONTIENEN: ADALIMUMAB 40 MG. ENVASE CON UNA JERINGA PRELLENADA EN AUTOINYECTOR.
010.000.4503.00|010.000.4503.00|AUROTIOMALATO SODICO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: TIOMALATO DE SODIO Y ORO 50 MG. ENVASE CON UNA AMPOLLETA CON UN ML.
010.000.3461.00|010.000.3461.00|AZATIOPRINA TABLETA CADA TABLETA CONTIENE: AZATIOPRINA 50 MG. ENVASE CON 50 TABLETAS.
010.000.5825.00|010.000.5825.00|BELIMUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: BELIMUMAB 120 MG. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO.
010.000.5826.00|010.000.5826.00|BELIMUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: BELIMUMAB 400 MG. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO.
010.000.2141.00|010.000.2141.00B|BETAMETASONA SOLUCION INYECTABLE CADA AMPOLLETA O FRASCO AMPULA CONTIENE: FOSFATO SODICO DE BETAMETASONA 5.3 MG EQUIVALENTE A 4 MG DE BETAMETASONA. ENVASE CON UN FRASCO AMPULA O UNA AMPOLLETA CON 1 ML.
010.000.2153.00|010.000.2153.00|BETAMETASONA ACETATO DE Y BETAMETASONA FOSFATO DISODICO DE SUSPENSION INYECTABLE CADA AMPOLLETA CONTIENE: ACETATO DE BETAMETASONA EQUIVALENTE A 2.71 MG DE BETAMETASONA. FOSFATO SODICO DE BETAMETASONA EQUIVALENTE A 3 MG DE BETAMETASONA. ENVASE CON UNA AMPOLLETA DE 1 ML.
010.000.5505.00|010.000.5505.00|CELECOXIB CAPSULA CADA CAPSULA CONTIENE: CELECOXIB 100 MG. ENVASE CON 20 CAPSULAS.
010.000.5506.00|010.000.5506.00|CELECOXIB CAPSULA CADA CAPSULA CONTIENE: CELECOXIB 200 MG. ENVASE CON 10 CAPSULAS.
010.000.5795.00|010.000.5795.00|CERTOLIZUMAB PEGOL SOLUCION INYECTABLE CADA JERINGA PRELLENADA CONTIENE: CERTOLIZUMAB PEGOL 200 MG. ENVASE CON 2 JERINGAS PRELLENADAS CON 1 ML.
010.000.3999.00|010.000.3999.00|COLAGENA-POLIVINILPIRROLIDONA SOLUCION INYECTABLE CADA MILILITRO CONTIENE: COLAGENA- POLIVINILPIRROLIDONA 141.3 MG. EQUIVALENTE A 8.33 MG. DE COLAGENA ENVASE CON 1.5 ML.
010.000.3999.01|010.000.3999.01|COLAGENA-POLIVINILPIRROLIDONA SOLUCION INYECTABLE CADA MILILITRO CONTIENE: COLAGENA- POLIVINILPIRROLIDONA 141.3 MG. EQUIVALENTE A 8.33 MG. DE COLAGENA ENVASE CON 4 ML.
010.000.3432.00|010.000.3432.00B|DEXAMETASONA TABLETA CADA TABLETA CONTIENE: DEXAMETASONA 0.5 MG. ENVASE CON 30 TABLETAS.
010.000.4241.00|010.000.4241.00B|DEXAMETASONA SOLUCION INYECTABLE CADA FRASCO AMPULA O AMPOLLETA CONTIENE: FOSFATO SODICO DE DEXAMETASONA EQUIVALENTE A 8 MG. DE FOSFATO DE DEXAMETASONA. ENVASE CON UN FRASCO AMPULA O AMPOLLETA CON 2 ML.
010.000.4510.00|010.000.4510.00|ETANERCEPT SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: ETANERCEPT 25 MG. ENVASE CON 4 FRASCOS AMPULA, 4 JERINGAS CON 1 ML DE DILUYENTE Y 8 ALMOHADILLAS
010.000.4510.01|010.000.4510.01|ETANERCEPT SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: ETANERCEPT 25 MG. ENVASE 4 JERINGAS PRELLENADAS CON 0.5 ML.
010.000.4511.00|010.000.4511.00|ETANERCEPT SOLUCION INYECTABLE CADA ENVASE CONTIENE: ETANERCEPT 50 MG. ENVASE CON 2 FRASCOS AMPULA, 2 JERINGAS CON 1 ML DE DILUYENTE.
010.000.4511.01|010.000.4511.01|ETANERCEPT SOLUCION INYECTABLE CADA ENVASE CONTIENE: ETANERCEPT 50 MG. ENVASE CON 2 JERINGAS PRELLENADAS CON 1 ML.
010.000.4511.02|010.000.4511.02|ETANERCEPT SOLUCION INYECTABLE CADA ENVASE CONTIENE: ETANERCEPT 50 MG. ENVASE CON 2 PLUMAS PRELLENADAS CON 1 ML.
010.000.5699.00|010.000.5699.00|ETORICOXIB COMPRIMIDO CADA COMPRIMIDO CONTIENE: ETORICOXIB 90 MG. ENVASE CON 28 COMPRIMIDOS.
010.000.5950.00|010.000.5950.00|GOLIMUMAB SOLUCION INYECTABLE CADA PLUMA PRECARGADA CONTIENE: GOLIMUMAB 50 MG. ENVASE CON UNA PLUMA PRECARGADA CON 0.5 ML.
010.000.6019.00|010.000.6019.00|HIALURONATO DE SODIO SOLUCION INYECTABLE CADA JERINGA PRELLENADA CONTIENE: HIALURONATO DE SODIO 25 MG ENVASE CON UNA JERINGA PRELLENADA CON 2.5 ML.
010.000.3412.00|010.000.3412.00B|INDOMETACINA SUPOSITORIO CADA SUPOSITORIO CONTIENE: INDOMETACINA 100 MG. ENVASE CON 6 SUPOSITORIOS.
010.000.3412.01|010.000.3412.01B|INDOMETACINA SUPOSITORIO CADA SUPOSITORIO CONTIENE: INDOMETACINA 100 MG. ENVASE CON 15 SUPOSITORIOS.
010.000.3413.00|010.000.3413.00|INDOMETACINA CAPSULA CADA CAPSULA CONTIENE: INDOMETACINA 25 MG. ENVASE CON 30 CAPSULAS.
010.000.4202.00|010.000.4202.00|INDOMETACINA SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: INDOMETACINA 1 MG. ENVASE CON FRASCO AMPULA CON 2 ML.
010.000.4508.00|010.000.4508.00|INFLIXIMAB SOLUCION INYECTABLE EL FRASCO AMPULA CON LIOFILIZADO CONTIENE: INFLIXIMAB 100 MG. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO E INSTRUCTIVO.
010.000.4514.00|010.000.4514.00|LEFLUNOMIDA COMPRIMIDO CADA COMPRIMIDO CONTIENE: LEFLUNOMIDA 20 MG. ENVASE CON 30 COMPRIMIDOS.
010.000.4515.00|010.000.4515.00|LEFLUNOMIDA COMPRIMIDO CADA COMPRIMIDO CONTIENE: LEFLUNOMIDA 100 MG. ENVASE CON 3 COMPRIMIDOS.
010.000.3443.00|010.000.3443.00|ORFENADRINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CITRATO DE ORFENADRINA 60 MG. ENVASE CON 6 AMPOLLETAS DE 2 ML.
010.000.3453.00|010.000.3453.00|PROBENECID TABLETA CADA TABLETA CONTIENE: PROBENECID 500 MG. ENVASE CON 50 TABLETAS.
010.000.4513.00|010.000.4513.00|TOCILIZUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: TOCILIZUMAB 80 MG. ENVASE CON FRASCO AMPULA CON 4 ML.
010.000.4516.00|010.000.4516.00|TOCILIZUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: TOCILIZUMAB 200 MG. ENVASE CON FRASCO AMPULA CON 10 ML.
010.000.6047.00|010.000.6047.00|TOCILIZUMAB SOLUCION INYECTABLE CADA JERINGA PRELLENADA CONTIENE: TOCILIZUMAB 162 MG ENVASE CON 4 JERINGAS PRELLENADAS CON 0.9 ML CADA UNA.
